Date,Ward Code,Area,Latitude,Longitude,Nearest Station,Elevation,Land Use Classes,Population,Road Density_m,Distance_to_water_m,Soil Type,Built_up%,True_nearest_distance_m,Rainfall_mm,Rainfall_Intensity_mm_hr,Rainfall_Days_Count,Rainfall_Hours
2025-08-24,Ward F/N,Five Gardens Underpass,19.0163,72.8494,Wadala Nalla,14.0,"transport, residential, mixed_use",530000,28.54,19,Sandy,90.0,409.86,10.6,1.2,1,21.0
2025-08-25,Ward F/N,Five Gardens Underpass,19.0163,72.8494,Wadala Nalla,14.0,"transport, residential, mixed_use",530000,28.54,19,Sandy,90.0,409.86,19.9,1.3,1,23.0
2025-08-26,Ward F/N,Five Gardens Underpass,19.0163,72.8494,Wadala Nalla,14.0,"transport, residential, mixed_use",530000,28.54,19,Sandy,90.0,409.86,30.0,2.2,1,24.0
2025-08-27,Ward F/N,Five Gardens Underpass,19.0163,72.8494,Wadala Nalla,14.0,"transport, residential, mixed_use",530000,28.54,19,Sandy,90.0,409.86,30.4,2.4,1,24.0
2025-08-28,Ward F/N,Five Gardens Underpass,19.0163,72.8494,Wadala Nalla,14.0,"transport, residential, mixed_use",530000,28.54,19,Sandy,90.0,409.86,46.8,3.5,1,24.0
2025-08-29,Ward F/N,Five Gardens Underpass,19.0163,72.8494,Wadala Nalla,14.0,"transport, residential, mixed_use",530000,28.54,19,Sandy,90.0,409.86,16.5,1.0,1,24.0
2025-08-30,Ward F/N,Five Gardens Underpass,19.0163,72.8494,Wadala Nalla,14.0,"transport, residential, mixed_use",530000,28.54,19,Sandy,90.0,409.86,14.4,0.7,1,24.0
2025-08-24,F/N,Wadala,18.87827989,72.84007918,Mithi River,12.45338912,commercial,530000,2.913895467,2646,Sand,69.60650731,3503.0,16.2,1.2,1,24.0
2025-08-25,F/N,Wadala,18.87827989,72.84007918,Mithi River,12.45338912,commercial,530000,2.913895467,2646,Sand,69.60650731,3503.0,23.5,1.3,1,24.0
2025-08-26,F/N,Wadala,18.87827989,72.84007918,Mithi River,12.45338912,commercial,530000,2.913895467,2646,Sand,69.60650731,3503.0,34.8,2.6,1,24.0
2025-08-27,F/N,Wadala,18.87827989,72.84007918,Mithi River,12.45338912,commercial,530000,2.913895467,2646,Sand,69.60650731,3503.0,32.3,2.0,1,24.0
2025-08-28,F/N,Wadala,18.87827989,72.84007918,Mithi River,12.45338912,commercial,530000,2.913895467,2646,Sand,69.60650731,3503.0,49.8,2.8,1,24.0
2025-08-29,F/N,Wadala,18.87827989,72.84007918,Mithi River,12.45338912,commercial,530000,2.913895467,2646,Sand,69.60650731,3503.0,17.7,1.1,1,24.0
2025-08-30,F/N,Wadala,18.87827989,72.84007918,Mithi River,12.45338912,commercial,530000,2.913895467,2646,Sand,69.60650731,3503.0,15.3,0.9,1,24.0
2025-08-24,Ward F/N,Hindmata Junction,19.0199,72.8439,Wadala Nalla,8.0,"transport, commercial, mixed_use",470000,22.5,5,Urban,90.0,482.19,10.6,1.2,1,21.0
2025-08-25,Ward F/N,Hindmata Junction,19.0199,72.8439,Wadala Nalla,8.0,"transport, commercial, mixed_use",470000,22.5,5,Urban,90.0,482.19,19.9,1.3,1,23.0
2025-08-26,Ward F/N,Hindmata Junction,19.0199,72.8439,Wadala Nalla,8.0,"transport, commercial, mixed_use",470000,22.5,5,Urban,90.0,482.19,30.0,2.2,1,24.0
2025-08-27,Ward F/N,Hindmata Junction,19.0199,72.8439,Wadala Nalla,8.0,"transport, commercial, mixed_use",470000,22.5,5,Urban,90.0,482.19,30.4,2.4,1,24.0
2025-08-28,Ward F/N,Hindmata Junction,19.0199,72.8439,Wadala Nalla,8.0,"transport, commercial, mixed_use",470000,22.5,5,Urban,90.0,482.19,46.8,3.5,1,24.0
2025-08-29,Ward F/N,Hindmata Junction,19.0199,72.8439,Wadala Nalla,8.0,"transport, commercial, mixed_use",470000,22.5,5,Urban,90.0,482.19,16.5,1.0,1,24.0
2025-08-30,Ward F/N,Hindmata Junction,19.0199,72.8439,Wadala Nalla,8.0,"transport, commercial, mixed_use",470000,22.5,5,Urban,90.0,482.19,14.4,0.7,1,24.0
2025-08-24,Ward F/S,Naigaon Cross Road,19.0081,72.8367,Wadala Nalla,10.0,"residential, institutional, mixed_use",470000,25.54,9,Urban,90.0,469.72,10.6,1.2,1,21.0
2025-08-25,Ward F/S,Naigaon Cross Road,19.0081,72.8367,Wadala Nalla,10.0,"residential, institutional, mixed_use",470000,25.54,9,Urban,90.0,469.72,19.9,1.3,1,23.0
2025-08-26,Ward F/S,Naigaon Cross Road,19.0081,72.8367,Wadala Nalla,10.0,"residential, institutional, mixed_use",470000,25.54,9,Urban,90.0,469.72,30.0,2.2,1,24.0
2025-08-27,Ward F/S,Naigaon Cross Road,19.0081,72.8367,Wadala Nalla,10.0,"residential, institutional, mixed_use",470000,25.54,9,Urban,90.0,469.72,30.4,2.4,1,24.0
2025-08-28,Ward F/S,Naigaon Cross Road,19.0081,72.8367,Wadala Nalla,10.0,"residential, institutional, mixed_use",470000,25.54,9,Urban,90.0,469.72,46.8,3.5,1,24.0
2025-08-29,Ward F/S,Naigaon Cross Road,19.0081,72.8367,Wadala Nalla,10.0,"residential, institutional, mixed_use",470000,25.54,9,Urban,90.0,469.72,16.5,1.0,1,24.0
2025-08-30,Ward F/S,Naigaon Cross Road,19.0081,72.8367,Wadala Nalla,10.0,"residential, institutional, mixed_use",470000,25.54,9,Urban,90.0,469.72,14.4,0.7,1,24.0
2025-08-24,F/S,Sewri,19.27535715,72.91959818,Thane Creek,5.999749158,park,470000,2.428600454,2215,Urban,68.52444529,5385.0,11.4,1.5,1,21.0
2025-08-25,F/S,Sewri,19.27535715,72.91959818,Thane Creek,5.999749158,park,470000,2.428600454,2215,Urban,68.52444529,5385.0,20.6,1.5,1,23.0
2025-08-26,F/S,Sewri,19.27535715,72.91959818,Thane Creek,5.999749158,park,470000,2.428600454,2215,Urban,68.52444529,5385.0,28.0,2.5,1,24.0
2025-08-27,F/S,Sewri,19.27535715,72.91959818,Thane Creek,5.999749158,park,470000,2.428600454,2215,Urban,68.52444529,5385.0,28.3,2.0,1,24.0
2025-08-28,F/S,Sewri,19.27535715,72.91959818,Thane Creek,5.999749158,park,470000,2.428600454,2215,Urban,68.52444529,5385.0,27.9,1.8,1,24.0
2025-08-29,F/S,Sewri,19.27535715,72.91959818,Thane Creek,5.999749158,park,470000,2.428600454,2215,Urban,68.52444529,5385.0,13.8,0.9,1,24.0
2025-08-30,F/S,Sewri,19.27535715,72.91959818,Thane Creek,5.999749158,park,470000,2.428600454,2215,Urban,68.52444529,5385.0,12.9,0.7,1,24.0
2025-08-24,Ward F/S,Jerbai Wadia Road,19.0049,72.8397,Wadala Nalla,9.0,"hospital/institutional, residential, mixed_use",520000,24.33,6,Urban,90.0,366.85,10.6,1.2,1,21.0
2025-08-25,Ward F/S,Jerbai Wadia Road,19.0049,72.8397,Wadala Nalla,9.0,"hospital/institutional, residential, mixed_use",520000,24.33,6,Urban,90.0,366.85,19.9,1.3,1,23.0
2025-08-26,Ward F/S,Jerbai Wadia Road,19.0049,72.8397,Wadala Nalla,9.0,"hospital/institutional, residential, mixed_use",520000,24.33,6,Urban,90.0,366.85,30.0,2.2,1,24.0
2025-08-27,Ward F/S,Jerbai Wadia Road,19.0049,72.8397,Wadala Nalla,9.0,"hospital/institutional, residential, mixed_use",520000,24.33,6,Urban,90.0,366.85,30.4,2.4,1,24.0
2025-08-28,Ward F/S,Jerbai Wadia Road,19.0049,72.8397,Wadala Nalla,9.0,"hospital/institutional, residential, mixed_use",520000,24.33,6,Urban,90.0,366.85,46.8,3.5,1,24.0
2025-08-29,Ward F/S,Jerbai Wadia Road,19.0049,72.8397,Wadala Nalla,9.0,"hospital/institutional, residential, mixed_use",520000,24.33,6,Urban,90.0,366.85,16.5,1.0,1,24.0
2025-08-30,Ward F/S,Jerbai Wadia Road,19.0049,72.8397,Wadala Nalla,9.0,"hospital/institutional, residential, mixed_use",520000,24.33,6,Urban,90.0,366.85,14.4,0.7,1,24.0
2025-08-24,Ward G/N,Dadar TT,19.0195,72.8436,Wadala Nalla,7.0,"transport, commercial, mixed_use",520000,24.1,9,Sandy,90.0,182.83,10.6,1.2,1,21.0
2025-08-25,Ward G/N,Dadar TT,19.0195,72.8436,Wadala Nalla,7.0,"transport, commercial, mixed_use",520000,24.1,9,Sandy,90.0,182.83,19.9,1.3,1,23.0
2025-08-26,Ward G/N,Dadar TT,19.0195,72.8436,Wadala Nalla,7.0,"transport, commercial, mixed_use",520000,24.1,9,Sandy,90.0,182.83,30.0,2.2,1,24.0
2025-08-27,Ward G/N,Dadar TT,19.0195,72.8436,Wadala Nalla,7.0,"transport, commercial, mixed_use",520000,24.1,9,Sandy,90.0,182.83,30.4,2.4,1,24.0
2025-08-28,Ward G/N,Dadar TT,19.0195,72.8436,Wadala Nalla,7.0,"transport, commercial, mixed_use",520000,24.1,9,Sandy,90.0,182.83,46.8,3.5,1,24.0
2025-08-29,Ward G/N,Dadar TT,19.0195,72.8436,Wadala Nalla,7.0,"transport, commercial, mixed_use",520000,24.1,9,Sandy,90.0,182.83,16.5,1.0,1,24.0
2025-08-30,Ward G/N,Dadar TT,19.0195,72.8436,Wadala Nalla,7.0,"transport, commercial, mixed_use",520000,24.1,9,Sandy,90.0,182.83,14.4,0.7,1,24.0
2025-08-24,G/N,Mahim,19.06413713,72.88843952,Mahim Creek,7.537038075,park,430000,2.435036502,3988,Sand,50.80712462,2311.0,10.6,1.2,1,21.0
2025-08-25,G/N,Mahim,19.06413713,72.88843952,Mahim Creek,7.537038075,park,430000,2.435036502,3988,Sand,50.80712462,2311.0,19.9,1.3,1,23.0
2025-08-26,G/N,Mahim,19.06413713,72.88843952,Mahim Creek,7.537038075,park,430000,2.435036502,3988,Sand,50.80712462,2311.0,30.0,2.2,1,24.0
2025-08-27,G/N,Mahim,19.06413713,72.88843952,Mahim Creek,7.537038075,park,430000,2.435036502,3988,Sand,50.80712462,2311.0,30.4,2.4,1,24.0
2025-08-28,G/N,Mahim,19.06413713,72.88843952,Mahim Creek,7.537038075,park,430000,2.435036502,3988,Sand,50.80712462,2311.0,46.8,3.5,1,24.0
2025-08-29,G/N,Mahim,19.06413713,72.88843952,Mahim Creek,7.537038075,park,430000,2.435036502,3988,Sand,50.80712462,2311.0,16.5,1.0,1,24.0
2025-08-30,G/N,Mahim,19.06413713,72.88843952,Mahim Creek,7.537038075,park,430000,2.435036502,3988,Sand,50.80712462,2311.0,14.4,0.7,1,24.0
2025-08-24,Ward G/N,LJ Road Junction,19.0372,72.8401,Mahim Creek,1.0,"commercial, industrial, residential",520000,17.47,7,Urban,90.0,1066.52,10.6,1.2,1,21.0
2025-08-25,Ward G/N,LJ Road Junction,19.0372,72.8401,Mahim Creek,1.0,"commercial, industrial, residential",520000,17.47,7,Urban,90.0,1066.52,19.9,1.3,1,23.0
2025-08-26,Ward G/N,LJ Road Junction,19.0372,72.8401,Mahim Creek,1.0,"commercial, industrial, residential",520000,17.47,7,Urban,90.0,1066.52,30.0,2.2,1,24.0
2025-08-27,Ward G/N,LJ Road Junction,19.0372,72.8401,Mahim Creek,1.0,"commercial, industrial, residential",520000,17.47,7,Urban,90.0,1066.52,30.4,2.4,1,24.0
2025-08-28,Ward G/N,LJ Road Junction,19.0372,72.8401,Mahim Creek,1.0,"commercial, industrial, residential",520000,17.47,7,Urban,90.0,1066.52,46.8,3.5,1,24.0
2025-08-29,Ward G/N,LJ Road Junction,19.0372,72.8401,Mahim Creek,1.0,"commercial, industrial, residential",520000,17.47,7,Urban,90.0,1066.52,16.5,1.0,1,24.0
2025-08-30,Ward G/N,LJ Road Junction,19.0372,72.8401,Mahim Creek,1.0,"commercial, industrial, residential",520000,17.47,7,Urban,90.0,1066.52,14.4,0.7,1,24.0
2025-08-24,G/N,Dharavi,19.14503768,72.81711293,Mithi River,10.27148382,park,520000,4.663618796,4138,Urban,75.82432588,2600.0,10.6,1.2,1,21.0
2025-08-25,G/N,Dharavi,19.14503768,72.81711293,Mithi River,10.27148382,park,520000,4.663618796,4138,Urban,75.82432588,2600.0,19.9,1.3,1,23.0
2025-08-26,G/N,Dharavi,19.14503768,72.81711293,Mithi River,10.27148382,park,520000,4.663618796,4138,Urban,75.82432588,2600.0,30.0,2.2,1,24.0
2025-08-27,G/N,Dharavi,19.14503768,72.81711293,Mithi River,10.27148382,park,520000,4.663618796,4138,Urban,75.82432588,2600.0,30.4,2.4,1,24.0
2025-08-28,G/N,Dharavi,19.14503768,72.81711293,Mithi River,10.27148382,park,520000,4.663618796,4138,Urban,75.82432588,2600.0,46.8,3.5,1,24.0
2025-08-29,G/N,Dharavi,19.14503768,72.81711293,Mithi River,10.27148382,park,520000,4.663618796,4138,Urban,75.82432588,2600.0,16.5,1.0,1,24.0
2025-08-30,G/N,Dharavi,19.14503768,72.81711293,Mithi River,10.27148382,park,520000,4.663618796,4138,Urban,75.82432588,2600.0,14.4,0.7,1,24.0
2025-08-24,Ward G/N,Near Kirti College,19.0294,72.8371,Mahim Creek,10.0,"education, residential, mixed_use",520000,25.63,8,Sandy,90.0,941.34,10.6,1.2,1,21.0
2025-08-25,Ward G/N,Near Kirti College,19.0294,72.8371,Mahim Creek,10.0,"education, residential, mixed_use",520000,25.63,8,Sandy,90.0,941.34,19.9,1.3,1,23.0
2025-08-26,Ward G/N,Near Kirti College,19.0294,72.8371,Mahim Creek,10.0,"education, residential, mixed_use",520000,25.63,8,Sandy,90.0,941.34,30.0,2.2,1,24.0
2025-08-27,Ward G/N,Near Kirti College,19.0294,72.8371,Mahim Creek,10.0,"education, residential, mixed_use",520000,25.63,8,Sandy,90.0,941.34,30.4,2.4,1,24.0
2025-08-28,Ward G/N,Near Kirti College,19.0294,72.8371,Mahim Creek,10.0,"education, residential, mixed_use",520000,25.63,8,Sandy,90.0,941.34,46.8,3.5,1,24.0
2025-08-29,Ward G/N,Near Kirti College,19.0294,72.8371,Mahim Creek,10.0,"education, residential, mixed_use",520000,25.63,8,Sandy,90.0,941.34,16.5,1.0,1,24.0
2025-08-30,Ward G/N,Near Kirti College,19.0294,72.8371,Mahim Creek,10.0,"education, residential, mixed_use",520000,25.63,8,Sandy,90.0,941.34,14.4,0.7,1,24.0
2025-08-24,Ward G/N,Lady Jamshedji Road,19.0299,72.8393,Mahim Creek,3.0,"transport, residential",430000,24.05,16,Urban,70.0,893.09,10.6,1.2,1,21.0
2025-08-25,Ward G/N,Lady Jamshedji Road,19.0299,72.8393,Mahim Creek,3.0,"transport, residential",430000,24.05,16,Urban,70.0,893.09,19.9,1.3,1,23.0
2025-08-26,Ward G/N,Lady Jamshedji Road,19.0299,72.8393,Mahim Creek,3.0,"transport, residential",430000,24.05,16,Urban,70.0,893.09,30.0,2.2,1,24.0
2025-08-27,Ward G/N,Lady Jamshedji Road,19.0299,72.8393,Mahim Creek,3.0,"transport, residential",430000,24.05,16,Urban,70.0,893.09,30.4,2.4,1,24.0
2025-08-28,Ward G/N,Lady Jamshedji Road,19.0299,72.8393,Mahim Creek,3.0,"transport, residential",430000,24.05,16,Urban,70.0,893.09,46.8,3.5,1,24.0
2025-08-29,Ward G/N,Lady Jamshedji Road,19.0299,72.8393,Mahim Creek,3.0,"transport, residential",430000,24.05,16,Urban,70.0,893.09,16.5,1.0,1,24.0
2025-08-30,Ward G/N,Lady Jamshedji Road,19.0299,72.8393,Mahim Creek,3.0,"transport, residential",430000,24.05,16,Urban,70.0,893.09,14.4,0.7,1,24.0
2025-08-24,G/S,Worli,19.12385454,72.85079194,Arabian Sea,11.08684221,park,430000,3.935029446,3350,Urban,73.81152277,5603.0,10.6,1.2,1,21.0
2025-08-25,G/S,Worli,19.12385454,72.85079194,Arabian Sea,11.08684221,park,430000,3.935029446,3350,Urban,73.81152277,5603.0,19.9,1.3,1,23.0
2025-08-26,G/S,Worli,19.12385454,72.85079194,Arabian Sea,11.08684221,park,430000,3.935029446,3350,Urban,73.81152277,5603.0,30.0,2.2,1,24.0
2025-08-27,G/S,Worli,19.12385454,72.85079194,Arabian Sea,11.08684221,park,430000,3.935029446,3350,Urban,73.81152277,5603.0,30.4,2.4,1,24.0
2025-08-28,G/S,Worli,19.12385454,72.85079194,Arabian Sea,11.08684221,park,430000,3.935029446,3350,Urban,73.81152277,5603.0,46.8,3.5,1,24.0
2025-08-29,G/S,Worli,19.12385454,72.85079194,Arabian Sea,11.08684221,park,430000,3.935029446,3350,Urban,73.81152277,5603.0,16.5,1.0,1,24.0
2025-08-30,G/S,Worli,19.12385454,72.85079194,Arabian Sea,11.08684221,park,430000,3.935029446,3350,Urban,73.81152277,5603.0,14.4,0.7,1,24.0
2025-08-24,Ward G/S,Elphinstone Bridge (Lower Parel),19.0172,72.8337,Wadala Nalla,5.0,"transport, mixed_use",430000,6.6,18,Sandy,90.0,615.6,10.6,1.2,1,21.0
2025-08-25,Ward G/S,Elphinstone Bridge (Lower Parel),19.0172,72.8337,Wadala Nalla,5.0,"transport, mixed_use",430000,6.6,18,Sandy,90.0,615.6,19.9,1.3,1,23.0
2025-08-26,Ward G/S,Elphinstone Bridge (Lower Parel),19.0172,72.8337,Wadala Nalla,5.0,"transport, mixed_use",430000,6.6,18,Sandy,90.0,615.6,30.0,2.2,1,24.0
2025-08-27,Ward G/S,Elphinstone Bridge (Lower Parel),19.0172,72.8337,Wadala Nalla,5.0,"transport, mixed_use",430000,6.6,18,Sandy,90.0,615.6,30.4,2.4,1,24.0
2025-08-28,Ward G/S,Elphinstone Bridge (Lower Parel),19.0172,72.8337,Wadala Nalla,5.0,"transport, mixed_use",430000,6.6,18,Sandy,90.0,615.6,46.8,3.5,1,24.0
2025-08-29,Ward G/S,Elphinstone Bridge (Lower Parel),19.0172,72.8337,Wadala Nalla,5.0,"transport, mixed_use",430000,6.6,18,Sandy,90.0,615.6,16.5,1.0,1,24.0
2025-08-30,Ward G/S,Elphinstone Bridge (Lower Parel),19.0172,72.8337,Wadala Nalla,5.0,"transport, mixed_use",430000,6.6,18,Sandy,90.0,615.6,14.4,0.7,1,24.0
2025-08-24,G/S,Prabhadevi,18.81233498,72.82206953,Arabian Sea,11.84725164,commercial,430000,2.716993041,2695,Sand,60.15520638,3238.0,16.2,1.2,1,24.0
2025-08-25,G/S,Prabhadevi,18.81233498,72.82206953,Arabian Sea,11.84725164,commercial,430000,2.716993041,2695,Sand,60.15520638,3238.0,23.5,1.3,1,24.0
2025-08-26,G/S,Prabhadevi,18.81233498,72.82206953,Arabian Sea,11.84725164,commercial,430000,2.716993041,2695,Sand,60.15520638,3238.0,34.8,2.6,1,24.0
2025-08-27,G/S,Prabhadevi,18.81233498,72.82206953,Arabian Sea,11.84725164,commercial,430000,2.716993041,2695,Sand,60.15520638,3238.0,32.3,2.0,1,24.0
2025-08-28,G/S,Prabhadevi,18.81233498,72.82206953,Arabian Sea,11.84725164,commercial,430000,2.716993041,2695,Sand,60.15520638,3238.0,49.8,2.8,1,24.0
2025-08-29,G/S,Prabhadevi,18.81233498,72.82206953,Arabian Sea,11.84725164,commercial,430000,2.716993041,2695,Sand,60.15520638,3238.0,17.7,1.1,1,24.0
2025-08-30,G/S,Prabhadevi,18.81233498,72.82206953,Arabian Sea,11.84725164,commercial,430000,2.716993041,2695,Sand,60.15520638,3238.0,15.3,0.9,1,24.0
2025-08-24,Ward G/S,Tulsi Pipe Road near station,19.0098,72.8319,Wadala Nalla,15.0,"transport, industrial, mixed_use",430000,11.25,9,Urban,90.0,732.0,10.6,1.2,1,21.0
2025-08-25,Ward G/S,Tulsi Pipe Road near station,19.0098,72.8319,Wadala Nalla,15.0,"transport, industrial, mixed_use",430000,11.25,9,Urban,90.0,732.0,19.9,1.3,1,23.0
2025-08-26,Ward G/S,Tulsi Pipe Road near station,19.0098,72.8319,Wadala Nalla,15.0,"transport, industrial, mixed_use",430000,11.25,9,Urban,90.0,732.0,30.0,2.2,1,24.0
2025-08-27,Ward G/S,Tulsi Pipe Road near station,19.0098,72.8319,Wadala Nalla,15.0,"transport, industrial, mixed_use",430000,11.25,9,Urban,90.0,732.0,30.4,2.4,1,24.0
2025-08-28,Ward G/S,Tulsi Pipe Road near station,19.0098,72.8319,Wadala Nalla,15.0,"transport, industrial, mixed_use",430000,11.25,9,Urban,90.0,732.0,46.8,3.5,1,24.0
2025-08-29,Ward G/S,Tulsi Pipe Road near station,19.0098,72.8319,Wadala Nalla,15.0,"transport, industrial, mixed_use",430000,11.25,9,Urban,90.0,732.0,16.5,1.0,1,24.0
2025-08-30,Ward G/S,Tulsi Pipe Road near station,19.0098,72.8319,Wadala Nalla,15.0,"transport, industrial, mixed_use",430000,11.25,9,Urban,90.0,732.0,14.4,0.7,1,24.0
2025-08-24,Ward G/S,Worli Naka (coastal backflow),19.0056,72.8199,Wadala Nalla,10.0,"commercial, residential, mixed_use",600000,19.87,9,Urban,90.0,770.75,10.6,1.2,1,21.0
2025-08-25,Ward G/S,Worli Naka (coastal backflow),19.0056,72.8199,Wadala Nalla,10.0,"commercial, residential, mixed_use",600000,19.87,9,Urban,90.0,770.75,19.9,1.3,1,23.0
2025-08-26,Ward G/S,Worli Naka (coastal backflow),19.0056,72.8199,Wadala Nalla,10.0,"commercial, residential, mixed_use",600000,19.87,9,Urban,90.0,770.75,30.0,2.2,1,24.0
2025-08-27,Ward G/S,Worli Naka (coastal backflow),19.0056,72.8199,Wadala Nalla,10.0,"commercial, residential, mixed_use",600000,19.87,9,Urban,90.0,770.75,30.4,2.4,1,24.0
2025-08-28,Ward G/S,Worli Naka (coastal backflow),19.0056,72.8199,Wadala Nalla,10.0,"commercial, residential, mixed_use",600000,19.87,9,Urban,90.0,770.75,46.8,3.5,1,24.0
2025-08-29,Ward G/S,Worli Naka (coastal backflow),19.0056,72.8199,Wadala Nalla,10.0,"commercial, residential, mixed_use",600000,19.87,9,Urban,90.0,770.75,16.5,1.0,1,24.0
2025-08-30,Ward G/S,Worli Naka (coastal backflow),19.0056,72.8199,Wadala Nalla,10.0,"commercial, residential, mixed_use",600000,19.87,9,Urban,90.0,770.75,14.4,0.7,1,24.0
2025-08-24,Ward H/E,Kalina CST Road,19.0802,72.8655,Kurla Nalla,9.0,"transport, residential, mixed_use",600000,17.08,8,Urban,90.0,476.86,10.6,1.2,1,21.0
2025-08-25,Ward H/E,Kalina CST Road,19.0802,72.8655,Kurla Nalla,9.0,"transport, residential, mixed_use",600000,17.08,8,Urban,90.0,476.86,19.9,1.3,1,23.0
2025-08-26,Ward H/E,Kalina CST Road,19.0802,72.8655,Kurla Nalla,9.0,"transport, residential, mixed_use",600000,17.08,8,Urban,90.0,476.86,30.0,2.2,1,24.0
2025-08-27,Ward H/E,Kalina CST Road,19.0802,72.8655,Kurla Nalla,9.0,"transport, residential, mixed_use",600000,17.08,8,Urban,90.0,476.86,30.4,2.4,1,24.0
2025-08-28,Ward H/E,Kalina CST Road,19.0802,72.8655,Kurla Nalla,9.0,"transport, residential, mixed_use",600000,17.08,8,Urban,90.0,476.86,46.8,3.5,1,24.0
2025-08-29,Ward H/E,Kalina CST Road,19.0802,72.8655,Kurla Nalla,9.0,"transport, residential, mixed_use",600000,17.08,8,Urban,90.0,476.86,16.5,1.0,1,24.0
2025-08-30,Ward H/E,Kalina CST Road,19.0802,72.8655,Kurla Nalla,9.0,"transport, residential, mixed_use",600000,17.08,8,Urban,90.0,476.86,14.4,0.7,1,24.0
2025-08-24,Ward H/E,Air India Colony,19.084,72.87,Kurla Nalla,9.0,"residential, institutional",600000,15.18,10,Sandy,70.0,400.56,10.6,1.2,1,21.0
2025-08-25,Ward H/E,Air India Colony,19.084,72.87,Kurla Nalla,9.0,"residential, institutional",600000,15.18,10,Sandy,70.0,400.56,19.9,1.3,1,23.0
2025-08-26,Ward H/E,Air India Colony,19.084,72.87,Kurla Nalla,9.0,"residential, institutional",600000,15.18,10,Sandy,70.0,400.56,30.0,2.2,1,24.0
2025-08-27,Ward H/E,Air India Colony,19.084,72.87,Kurla Nalla,9.0,"residential, institutional",600000,15.18,10,Sandy,70.0,400.56,30.4,2.4,1,24.0
2025-08-28,Ward H/E,Air India Colony,19.084,72.87,Kurla Nalla,9.0,"residential, institutional",600000,15.18,10,Sandy,70.0,400.56,46.8,3.5,1,24.0
2025-08-29,Ward H/E,Air India Colony,19.084,72.87,Kurla Nalla,9.0,"residential, institutional",600000,15.18,10,Sandy,70.0,400.56,16.5,1.0,1,24.0
2025-08-30,Ward H/E,Air India Colony,19.084,72.87,Kurla Nalla,9.0,"residential, institutional",600000,15.18,10,Sandy,70.0,400.56,14.4,0.7,1,24.0
2025-08-24,Ward H/E,Kalina University Junction,19.0722,72.8673,Kurla Nalla,8.0,"education, residential, mixed_use",600000,24.67,27,Urban,90.0,549.45,10.6,1.2,1,21.0
2025-08-25,Ward H/E,Kalina University Junction,19.0722,72.8673,Kurla Nalla,8.0,"education, residential, mixed_use",600000,24.67,27,Urban,90.0,549.45,19.9,1.3,1,23.0
2025-08-26,Ward H/E,Kalina University Junction,19.0722,72.8673,Kurla Nalla,8.0,"education, residential, mixed_use",600000,24.67,27,Urban,90.0,549.45,30.0,2.2,1,24.0
2025-08-27,Ward H/E,Kalina University Junction,19.0722,72.8673,Kurla Nalla,8.0,"education, residential, mixed_use",600000,24.67,27,Urban,90.0,549.45,30.4,2.4,1,24.0
2025-08-28,Ward H/E,Kalina University Junction,19.0722,72.8673,Kurla Nalla,8.0,"education, residential, mixed_use",600000,24.67,27,Urban,90.0,549.45,46.8,3.5,1,24.0
2025-08-29,Ward H/E,Kalina University Junction,19.0722,72.8673,Kurla Nalla,8.0,"education, residential, mixed_use",600000,24.67,27,Urban,90.0,549.45,16.5,1.0,1,24.0
2025-08-30,Ward H/E,Kalina University Junction,19.0722,72.8673,Kurla Nalla,8.0,"education, residential, mixed_use",600000,24.67,27,Urban,90.0,549.45,14.4,0.7,1,24.0
2025-08-24,Ward H/E,Vakola Nala stretch,19.0754,72.8517,Mithi River,7.0,"industrial, transport, mixed_use",410000,20.43,6,Sandy,90.0,165.04,10.6,1.2,1,21.0
2025-08-25,Ward H/E,Vakola Nala stretch,19.0754,72.8517,Mithi River,7.0,"industrial, transport, mixed_use",410000,20.43,6,Sandy,90.0,165.04,19.9,1.3,1,23.0
2025-08-26,Ward H/E,Vakola Nala stretch,19.0754,72.8517,Mithi River,7.0,"industrial, transport, mixed_use",410000,20.43,6,Sandy,90.0,165.04,30.0,2.2,1,24.0
2025-08-27,Ward H/E,Vakola Nala stretch,19.0754,72.8517,Mithi River,7.0,"industrial, transport, mixed_use",410000,20.43,6,Sandy,90.0,165.04,30.4,2.4,1,24.0
2025-08-28,Ward H/E,Vakola Nala stretch,19.0754,72.8517,Mithi River,7.0,"industrial, transport, mixed_use",410000,20.43,6,Sandy,90.0,165.04,46.8,3.5,1,24.0
2025-08-29,Ward H/E,Vakola Nala stretch,19.0754,72.8517,Mithi River,7.0,"industrial, transport, mixed_use",410000,20.43,6,Sandy,90.0,165.04,16.5,1.0,1,24.0
2025-08-30,Ward H/E,Vakola Nala stretch,19.0754,72.8517,Mithi River,7.0,"industrial, transport, mixed_use",410000,20.43,6,Sandy,90.0,165.04,14.4,0.7,1,24.0
2025-08-24,Ward H/W,Linking Road near National College,19.0543,72.8301,Mahim Creek,8.0,"commercial, retail, mixed_use",410000,23.44,7,Urban,90.0,569.19,10.6,1.2,1,21.0
2025-08-25,Ward H/W,Linking Road near National College,19.0543,72.8301,Mahim Creek,8.0,"commercial, retail, mixed_use",410000,23.44,7,Urban,90.0,569.19,19.9,1.3,1,23.0
